95,SP,Ashikaga,Tuxi,Tuxi,95
96,SP,Baixo Guandu,Ridder,Ridder,96
97,SP,Nova Friburgo,Velyki Sorochyntsi,Velyki Sorochyntsi,97
98,SP,Wenlin,Xiali,Xiali,98
99,SP,Крушево,Bakadagy,Bakadagy,99
100,SP,Katabu,Falun,Falun,100
101,SP,Hengshan,Llusco,Llusco,101
102,SP,Novyy Oskol,Piraí,Piraí,102
103,SP,Leicheng,Outeiro,Outeiro,103
104,SP,Orléans,Aracaju,Aracaju,104
105,SP,Sulop,Pasirpengarayan,Pasirpengarayan,105
106,SP,Yanjiang,Malibong East,Malibong East,106
107,SP,Guiwu,Kavalerovo,Kavalerovo,107
108,SP,Sukaraja,Yamoussoukro,Yamoussoukro,108
109,SP,Benešov nad Černou,Sakassou,Sakassou,109
110,SP,Selkirk,Trmice,Trmice,110
111,SP,Samdo,Labruge,Labruge,111
112,SP,Stockholm,El Calvario,El Calvario,112
113,SP,Manaquiri,San Miguel Dueñas,San Miguel Dueñas,113
114,SP,Milići,Huanghuai,Huanghuai,114
115,SP,Rezh,Sandnes,Sandnes,115
116,SP,Huhe,Prigrevica,Prigrevica,116
117,SP,Marseille,Kouloúra,Kouloúra,117
118,SP,Starobachaty,Malāyer,Malāyer,118
119,SP,Kotli Lohārān,Lanyang,Lanyang,119
120,SP,Doudleby nad Orlicí,Tongqiao,Tongqiao,120
121,SP,Tsagaan-Ovoo,Xinhuang,Xinhuang,121
122,SP,Jesús María,Xinó Neró,Xinó Neró,122
123,SP,Uthal,Werbkowice,Werbkowice,123
124,SP,Mercaderes,Chicago,Chicago,124
125,SP,Igreja,Nadrupe,Nadrupe,125
126,SP,Beiyang,Al Karmil,Al Karmil,126
127,SP,Youwei,Gulou,Gulou,127
128,SP,Menanga,Damu,Damu,128
129,SP,Heshang,La Fortuna,La Fortuna,129
130,SP,Kathu,Karma,Karma,130
131,SP,Itaúna,Vales,Vales,131
132,SP,Kopen,Lianzhu,Lianzhu,132
133,SP,Tacurong,Severo-Zadonsk,Severo-Zadonsk,133
134,SP,Deventer,Kungälv,Kungälv,134
135,SP,Emplak,Tangxing,Tangxing,135
136,SP,Safi,Laylay,Laylay,136
137,SP,Kalianget,San Pedro,San Pedro,137
138,SP,Suqu,Santa Elena,Santa Elena,138
139,SP,Sandakan,Sinegor'ye,Sinegor'ye,139
140,SP,Horodne,Kacangan Lor,Kacangan Lor,140
141,SP,Kolyubakino,Bahorí,Bahorí,141
142,SP,Paitan,Kaliwates,Kaliwates,142
143,SP,Pulau Pinang,Sananduva,Sananduva,143
144,SP,Sebeta,Makale,Makale,144
145,SP,Troyes,Huangbizhuang,Huangbizhuang,145
146,SP,Huashan,Laško,Laško,146
147,SP,Bayeman,Limatambo,Limatambo,147
148,SP,Waco,Višnjićevo,Višnjićevo,148
149,SP,Yucheng,Caculé,Caculé,149
150,SP,Concordia,Matsubara,Matsubara,150
151,SP,Beiling,Don Mueang,Don Mueang,151
152,SP,Mbuji-Mayi,Rovensko pod Troskami,Rovensko pod Troskami,152
153,SP,Tabia,Potikosin,Potikosin,153
154,SP,Kuala Terengganu,Sinarharapan,Sinarharapan,154
155,SP,Osypenko,Oepula,Oepula,155
156,SP,Enköping,San Basilio,San Basilio,156
157,SP,Vysehrad,Jiahe,Jiahe,157
158,SP,Velykyi Bereznyi,Shangjing,Shangjing,158
159,SP,Kajanan,Ponte Nova,Ponte Nova,159
160,SP,Grand Rapids,Simabur,Simabur,160
161,SP,Bunawan,Lizhai,Lizhai,161
162,SP,Balud,Atocha,Atocha,162
163,SP,Oropéndolas,Charyshskoye,Charyshskoye,163
164,SP,San Pablo,Cana Chapetón,Cana Chapetón,164
165,SP,Barra do Corda,Fuzihe,Fuzihe,165
166,SP,Ribeirão Preto,Brodnica,Brodnica,166
167,SP,Babakandesa,Tembisa,Tembisa,167
168,SP,Anolaima,Gornyak,Gornyak,168
169,SP,San Ignacio de Tupile,Amiens,Amiens,169
170,SP,Karlivka,Vilhena,Vilhena,170
171,SP,Živinice,Arcos,Arcos,171
172,SP,Puconci,Picoto,Picoto,172
173,SP,Yanaoca,Takamatsu-shi,Takamatsu-shi,173
174,SP,Abang,Anchorage,Anchorage,174
175,SP,Carmo do Cajuru,Shangjie,Shangjie,175
176,SP,Huangnan,Jidd Ḩafş,Jidd Ḩafş,176
177,SP,Taganrog,Sandaowan,Sandaowan,177
178,SP,Portelândia,Yiwa,Yiwa,178
179,SP,Amman,Yanglang,Yanglang,179
180,SP,Jorowaru Daya,Taesal-li,Taesal-li,180
181,SP,Kaka,Skołyszyn,Skołyszyn,181
182,SP,Villa Nueva,Longhuashan,Longhuashan,182
183,SP,Dąbrowa,Baddomalhi,Baddomalhi,183
184,SP,Breda,Choushui,Choushui,184
185,SP,Savonlinna,Pho Si Suwan,Pho Si Suwan,185
186,SP,Sorocaba,São Bartolomeu,São Bartolomeu,186
187,SP,Pangpang,Pinggan,Pinggan,187
188,SP,Figueiró dos Vinhos,Yandian,Yandian,188
189,SP,Tinogasta,Huya,Huya,189
190,SP,Longping,Bački Petrovac,Bački Petrovac,190
191,SP,Monasterevin,Boromlya,Boromlya,191
192,SP,Baclayon,Igoumenítsa,Igoumenítsa,192
193,SP,Saratak,Bojongsari,Bojongsari,193
194,SP,Vila Pouca da Beira,Paris 04,Paris 04,194
195,SP,La Estancia,Dayr Sharaf,Dayr Sharaf,195
196,SP,Hutang,Qixian,Qixian,196
197,SP,Krong Pi Nang,Navashino,Navashino,197
198,SP,São Sebastião do Caí,Seixal,Seixal,198
199,SP,Roanoke,Bulqizë,Bulqizë,199
200,SP,Lianghekou,Itaparica,Itaparica,200
201,SP,Panikihan,Jaworzynka,Jaworzynka,201
202,SP,Jindřichov,Loudi,Loudi,202
203,SP,Tianzhen,San Juan,San Juan,203
204,SP,Bordeaux,Camino Real,Camino Real,204
205,SP,Citundun,Migues,Migues,205
206,SP,Amper,Kosava,Kosava,206
207,SP,Marte,Fenkeng,Fenkeng,207
208,SP,Haugesund,Ukrainka,Ukrainka,208
209,SP,Kuala Pilah,Mszana Dolna,Mszana Dolna,209
210,SP,Cahors,Saguday,Saguday,210
211,SP,Luka nad Jihlavou,Muyudian,Muyudian,211
212,SP,Yerevan,Dailing,Dailing,212
213,SP,El Asintal,Mūsá Qal‘ah,Mūsá Qal‘ah,213
214,SP,Simuay,Mangero,Mangero,214
215,SP,Uhryniv,Kotikawatta,Kotikawatta,215
216,SP,Xiaopingba,Jacksonville,Jacksonville,216
217,SP,Paris 12,Perštejn,Perštejn,217
218,SP,Pueblo Nuevo,Vagney,Vagney,218
219,SP,Vespasiano,Ternopil’,Ternopil’,219
220,SP,Linjiang,Baun,Baun,220
221,SP,Rogóźno,Dniprovka,Dniprovka,221
222,SP,Västra Frölunda,Nanzhao Chengguanzhen,Nanzhao Chengguanzhen,222
223,SP,Bogotá,Gersikputih Tengah,Gersikputih Tengah,223
224,SP,Esquina,Castedo,Castedo,224
225,SP,Urcos,Biao,Biao,225
226,SP,Tushi,Al Maḩjal,Al Maḩjal,226
227,SP,Catania,Rimbo,Rimbo,227
228,SP,Lam Sonthi,Xinpo,Xinpo,228
229,SP,Bršadin,Ash Shajarah,Ash Shajarah,229
230,SP,Tucson,Enskede,Enskede,230
231,SP,Itapé,Sopla,Sopla,231
232,SP,Capitán Bado,Wierzchucino,Wierzchucino,232
233,SP,Bayan,Zhengmo,Zhengmo,233
234,SP,Kaeng Khro,Vawkavysk,Vawkavysk,234
235,SP,Gardanne,Xinjia,Xinjia,235
236,SP,Sedatiagung,Uppsala,Uppsala,236
237,SP,Cẩm Phả,Yongxing,Yongxing,237
238,SP,Gaoling,Papetoai,Papetoai,238
239,SP,Puksoozero,Huancaray,Huancaray,239
240,SP,Bajingzi,Revolucion,Revolucion,240
241,SP,Phú Mỹ,Batasan Bata,Batasan Bata,241
242,SP,Oneop,Sangatta,Sangatta,242
243,SP,Yangxi,Těšany,Těšany,243
244,SP,Vallentuna,La Viña,La Viña,244
245,SP,Hujirt,Khlong Yai,Khlong Yai,245
246,SP,Conchucos,Nayoro,Nayoro,246
247,SP,Lipie,Beidao,Beidao,247
248,SP,Torzhok,Guihulñgan,Guihulñgan,248
249,SP,Sudimara,Belalcazar,Belalcazar,249
250,SP,Gwadabawa,Hanban,Hanban,250
251,SP,Örebro,Labansari,Labansari,251
252,SP,Wakimachi,Kazo,Kazo,252
253,SP,Tangdukou,Shah Alam,Shah Alam,253
254,SP,Santiago De Compostela,Cheremshan,Cheremshan,254
255,SP,Farah,Arbaoua,Arbaoua,255
256,SP,Genisséa,Cerna,Cerna,256
257,SP,Saint-Lô,Chanhe,Chanhe,257
258,SP,Stockholm,Oesao,Oesao,258
259,SP,Guifões,High River,High River,259
260,SP,Ban Tak,Cisalak,Cisalak,260
261,SP,Khelyulya,Pedro Leopoldo,Pedro Leopoldo,261
262,SP,Changtian,Dongchong,Dongchong,262
263,SP,Kaya,Kushima,Kushima,263
264,SP,Yacuiba,Krujë,Krujë,264
265,SP,Gludug,Boyeros,Boyeros,265
266,SP,Boca Raton,Consolacion,Consolacion,266
267,SP,San Pedro,Piteå,Piteå,267
268,SP,Dijon,Ruixi,Ruixi,268
269,SP,Skara,Stari Bar,Stari Bar,269
270,SP,Kalí Vrýsi,Valence,Valence,270
271,SP,Marinilla,Paris 06,Paris 06,271
272,SP,Sịa,Siem Reap,Siem Reap,272
273,SP,Sosnovoborsk,Wangliao,Wangliao,273
274,SP,Jiamaogong,Wuyang,Wuyang,274
275,SP,Mramani,Ciénaga,Ciénaga,275
276,SP,5 de Mayo,Sala,Sala,276
277,SP,Przelewice,Tomelilla,Tomelilla,277
278,SP,Pinghu,Poço Verde,Poço Verde,278
279,SP,Tõrva,Krasnapollye,Krasnapollye,279
280,SP,Cesson-Sévigné,Al Marj,Al Marj,280
281,SP,Votkinsk,Shuimen,Shuimen,281
282,SP,Baing,Arīḩā,Arīḩā,282
283,SP,Grivenskaya,Digne-les-Bains,Digne-les-Bains,283
284,SP,Cortes,Payaman,Payaman,284
285,SP,Oleiros,Machico,Machico,285
286,SP,Pantenan,Banjar Teguan,Banjar Teguan,286
287,SP,Colcabamba,Sukamenak,Sukamenak,287
288,SP,Paraguaçu Paulista,Malie,Malie,288
289,SP,Yushu,Nam Đàn,Nam Đàn,289
290,SP,Cambará,Nyangao,Nyangao,290
291,SP,Palos,Mossel Bay,Mossel Bay,291
292,SP,Gunjur Kuta,Kansas City,Kansas City,292
293,SP,Xiashan,Višňova,Višňova,293
294,SP,Independencia,Kariya,Kariya,294
295,SP,Niquelândia,Nazaré,Nazaré,295
296,SP,Embajador Martini,Jedlnia-Letnisko,Jedlnia-Letnisko,296
297,SP,Balakhta,Nanyuan,Nanyuan,297
298,SP,Siemiechów,Mitake,Mitake,298
299,SP,Kezilei,Chignayhua,Chignayhua,299
300,SP,Banzão,Guangpu,Guangpu,300
301,SP,Uruobo-Okija,Imari,Imari,301
302,SP,Stanari,Cipancur,Cipancur,302
303,SP,Shangyang,Fulu,Fulu,303
304,SP,Jiru,Cipeundeuy,Cipeundeuy,304
305,SP,Lalig,Hlyboka,Hlyboka,305
306,SP,Rimpakgede,Higetegera,Higetegera,306
307,SP,Jalālpur,Anmore,Anmore,307
308,SP,Maraial,Palmas Bellas,Palmas Bellas,308
309,SP,Bogdaniec,Mougins,Mougins,309
310,SP,El Peñol,Umingan,Umingan,310
311,SP,Villa La Angostura,Ankola,Ankola,311
312,SP,Jindong,Chornobay,Chornobay,312
313,SP,Lahan Sai,Memphis,Memphis,313
314,SP,Lodwar,Dún Laoghaire,Dún Laoghaire,314
315,SP,Kukuna,Tupaciguara,Tupaciguara,315
316,SP,Loutrá,Jos,Jos,316
317,SP,Lagoa de Albufeira,Longqiao,Longqiao,317
318,SP,Besuki,Penha,Penha,318
319,SP,Tumba,Bela Vista do Paraíso,Bela Vista do Paraíso,319
320,SP,Iwade,Zašová,Zašová,320
321,SP,Mokronog,Fenoarivo Atsinanana,Fenoarivo Atsinanana,321
322,SP,Mobile,Washington,Washington,322
323,SP,Great Neck,Kwangmyŏng,Kwangmyŏng,323
324,SP,Illela,Ciekek,Ciekek,324
325,SP,Wates,Buikwe,Buikwe,325
326,SP,Dubai,Putina,Putina,326
327,SP,Whitwell,Cisasak,Cisasak,327
328,SP,Conception Bay South,Ukmerge,Ukmerge,328
329,SP,København,Chlumec,Chlumec,329
330,SP,Karlstad,Velké Karlovice,Velké Karlovice,330
331,SP,La Guadalupe,Areia Branca,Areia Branca,331
332,SP,Nūbā,Burqah,Burqah,332
333,SP,Yangliu,Chenzhuang,Chenzhuang,333
334,SP,Saint-Tite,Guohe,Guohe,334
335,SP,Xinning,Veverská Bítýška,Veverská Bítýška,335
336,SP,Huanxi,Zhongwei,Zhongwei,336
337,SP,Gómez,Ippy,Ippy,337
338,SP,Bearna,Parychy,Parychy,338
339,SP,Jämsänkoski,Shinjō,Shinjō,339
340,SP,Heyou,Berlin,Berlin,340
341,SP,Chejiazhuang,Cibingbin,Cibingbin,341
342,SP,Hōjō,Villa del Rosario,Villa del Rosario,342
343,SP,Egvekinot,Kalianyar Selatan,Kalianyar Selatan,343
344,SP,Matamey,Tielou,Tielou,344
345,SP,Miryang,Sorodot,Sorodot,345
346,SP,Bella Vista,Karagach,Karagach,346
347,SP,Mberubu,Ossora,Ossora,347
348,SP,Wajak,Mandala,Mandala,348
349,SP,Krajan Pangkah Kulon,Harderwijk,Harderwijk,349
350,SP,Qinggang,Thanh Khê,Thanh Khê,350
351,SP,Jinggongqiao,Trollhättan,Trollhättan,351
352,SP,Heichengzi,Great Neck,Great Neck,352
353,SP,Padangsidempuan,Phatthaya,Phatthaya,353
354,SP,Kubangsari,Cergy-Pontoise,Cergy-Pontoise,354
355,SP,Chongxian,Karangbadar Kidul,Karangbadar Kidul,355
356,SP,Passos,Kalunan,Kalunan,356
357,SP,Oibioin,Vashkivtsi,Vashkivtsi,357
358,SP,San Rafael,Paris 07,Paris 07,358
359,SP,Sexiong,Údlice,Údlice,359
360,SP,Décines-Charpieu,Noşratābād,Noşratābād,360
361,SP,Dimitrovgrad,Laiguangying,Laiguangying,361
362,SP,Lyon,Beijós,Beijós,362
363,SP,Boneng,Fale old settlement,Fale old settlement,363
364,SP,Daxi,Laohekou,Laohekou,364
365,SP,Saint-Louis,Quanzhou,Quanzhou,365
366,SP,Pashkovskiy,Gaoshi,Gaoshi,366
367,SP,Xinshi,Luxor,Luxor,367
368,SP,Comapa,Söderköping,Söderköping,368
369,SP,Ardee,Wārāh,Wārāh,369
370,SP,Siuna,Tadou,Tadou,370
371,SP,Ar Ramthā,Tualangcut,Tualangcut,371
372,SP,Verbivka,Sremčica,Sremčica,372
373,SP,Kedrovoye,Shemonaīkha,Shemonaīkha,373
374,SP,Xirikxiy,Red Hill,Red Hill,374
375,SP,Kochani,Kolkhozobod,Kolkhozobod,375
376,SP,Barang,Kladi,Kladi,376
377,SP,Mogzon,Tucuruí,Tucuruí,377
378,SP,Santa Rita,Huangzhawan,Huangzhawan,378
379,SP,Bangeran,Ryjewo,Ryjewo,379
380,SP,Lhakangtang,Ban Talat Nua,Ban Talat Nua,380
381,SP,Dobri Dol,Tatabánya,Tatabánya,381
382,SP,Polowat,Blagoveshchenka,Blagoveshchenka,382
383,SP,Tungi,Struga,Struga,383
384,SP,Rumoi,Burgersfort,Burgersfort,384
385,SP,Trondheim,Chivhu,Chivhu,385
386,SP,Songshan,Santa Cruz do Sul,Santa Cruz do Sul,386
387,SP,Makiwalo,Kuala Lumpur,Kuala Lumpur,387
388,SP,Valado dos Frades,New York City,New York City,388
389,SP,Qiangqinxue,Zarichne,Zarichne,389
390,SP,Huanggang,Sarrat,Sarrat,390
391,SP,Santa Lucía,Bor Tungge,Bor Tungge,391
392,SP,Al Manşūrah,Sandu,Sandu,392
393,SP,San Juan de Colón,Usulután,Usulután,393
394,SP,Stockholm,Nedašov,Nedašov,394
395,SP,K’ulashi,Middleton,Middleton,395
396,SP,São João dos Patos,Madona,Madona,396
397,SP,Kazanskaya,Maunatlala,Maunatlala,397
398,SP,Iłowa,Granada,Granada,398
399,SP,Pran Buri,Luoping,Luoping,399
400,SP,Tiraspol,Jōetsu,Jōetsu,400
401,SP,Yezhou,Opatovice nad Labem,Opatovice nad Labem,401
402,SP,Kemil,Concepción,Concepción,402
403,SP,Krajan Satu,Imaan,Imaan,403
404,SP,Kabasalan,Rochefort,Rochefort,404
405,SP,Goragorskiy,Situbondo,Situbondo,405
406,SP,Glafirovka,Yisuhe,Yisuhe,406
407,SP,Pacaembu,Tabuk,Tabuk,407
408,SP,Nykarleby,Yuncheng,Yuncheng,408
409,SP,Gustavsberg,San Francisco,San Francisco,409
410,SP,Vandœuvre-lès-Nancy,Shengtang,Shengtang,410
411,SP,Yëlkino,Daszewice,Daszewice,411
412,SP,Soledad,Kalugmanan,Kalugmanan,412
413,SP,Valka,Anyama,Anyama,413
414,SP,São Leopoldo,Laboulaye,Laboulaye,414
415,SP,Lysá nad Labem,Mella,Mella,415
416,SP,Kalininskiy,Dvin,Dvin,416
417,SP,Bồng Sơn,Manukau City,Manukau City,417
418,SP,Bicesse,Abaeté,Abaeté,418
419,SP,Shibajiazi,Kazo,Kazo,419
420,SP,Yazykovo,Spitsevka,Spitsevka,420
421,SP,Olsztynek,Santo Domingo Oeste,Santo Domingo Oeste,421
422,SP,Villeneuve-la-Garenne,Lombog,Lombog,422
423,SP,Huixian Chengguanzhen,Rapas,Rapas,423
424,SP,Casisang,San Pedro,San Pedro,424
425,SP,Mino,Liangshuihe,Liangshuihe,425
426,SP,Nunhala,Roshal’,Roshal’,426
427,SP,Kiboga,Nizhnevartovsk,Nizhnevartovsk,427
428,SP,Guayabo Dulce,Pustomyty,Pustomyty,428
429,SP,Fonadhoo,Tangdukou,Tangdukou,429
430,SP,Rocky Mountain House,Shujāābād,Shujāābād,430
431,SP,Tunggulsari,Tual,Tual,431
432,SP,Shahrak,Mitú,Mitú,432
433,SP,Tenggun Dajah,Liangkou,Liangkou,433
434,SP,Shiziqiao,Vargem Grande,Vargem Grande,434
435,SP,Blagoevgrad,Liujia,Liujia,435
436,SP,Agua Buena,Akron,Akron,436
437,SP,Cavadas,San Miguel Dueñas,San Miguel Dueñas,437
438,SP,Resistencia,Purísima,Purísima,438
439,SP,Donggong,Frankfort,Frankfort,439
440,SP,Palana,Kungsör,Kungsör,440
441,SP,Zelenodolsk,Medeiros Neto,Medeiros Neto,441
442,SP,Buštěhrad,Useldange,Useldange,442
443,SP,Ozalj,Cachoeiras de Macacu,Cachoeiras de Macacu,443
444,SP,Bouzov,Hongqiao,Hongqiao,444
445,SP,Sumberdadi,Miyazaki-shi,Miyazaki-shi,445
446,SP,Shënmëri,Kangar,Kangar,446
447,SP,Hat Yai,Morinville,Morinville,447
448,SP,Dankama,Ridder,Ridder,448
449,SP,Aţ Ţawīlah,Norrköping,Norrköping,449
450,SP,Selydove,Alexandria,Alexandria,450
451,SP,Kingsport,Polanka Wielka,Polanka Wielka,451
452,SP,Motrico,Ciudad Barrios,Ciudad Barrios,452
453,SP,Hulín,Uruzgān,Uruzgān,453
454,SP,‘Ūrīf,Dolores,Dolores,454
455,SP,Thới Bình,Sano,Sano,455
456,SP,Oumé,Patía,Patía,456
457,SP,Ciseuseupan,Gugut,Gugut,457
458,SP,Liangshan,La Escondida,La Escondida,458
459,SP,Bashan,Charleston,Charleston,459
460,SP,Nombre de Jesús,Tangjiakou,Tangjiakou,460
461,SP,Būrkah,Saint-Eustache,Saint-Eustache,461
462,SP,Yuanmou,Sumberan,Sumberan,462
463,SP,Hovd,Sanjwāl,Sanjwāl,463
464,SP,Tabogon,Sampaloc,Sampaloc,464
465,SP,Terentang,Jindong,Jindong,465
466,SP,Condado,Purac,Purac,466
467,SP,Changdai,Guiset East,Guiset East,467
468,SP,Plataran,Thành Phố Bà Rịa,Thành Phố Bà Rịa,468
469,SP,Zheyuan,Vicente Guerrero,Vicente Guerrero,469
470,SP,San Antonio,Xiaopingba,Xiaopingba,470
471,SP,Tomaszów Mazowiecki,Punta Gorda,Punta Gorda,471
472,SP,Rantepang,Delson,Delson,472
473,SP,Upper San Mateo,Besah,Besah,473
474,SP,Pucón,Mrkonjić Grad,Mrkonjić Grad,474
475,SP,Sempu,Senglea,Senglea,475
476,SP,Hebian,São Miguel do Araguaia,São Miguel do Araguaia,476
477,SP,Agana Heights Village,La Viña,La Viña,477
478,SP,Quiling,Matai,Matai,478
479,SP,Chongwen,Anle,Anle,479
480,SP,Emar,San Jose,San Jose,480
481,SP,Pico Truncado,Yanzhou,Yanzhou,481
482,SP,Jinan,Mosteiro,Mosteiro,482
483,SP,Hua Sai,Horta,Horta,483
484,SP,Telsen,Nashville,Nashville,484
485,SP,Sukamulya,Cariaco,Cariaco,485
486,SP,Nikolinci,Bilqās,Bilqās,486
487,SP,Cabano,Jiangning,Jiangning,487
488,SP,Maoshan,Gīdolē,Gīdolē,488
489,SP,Novotroitsk,Datagon,Datagon,489
490,SP,Cergy-Pontoise,Iwase,Iwase,490
491,SP,Banjar Gunungpande,Asahbadung,Asahbadung,491
492,SP,Ekpoma,Bistrica ob Sotli,Bistrica ob Sotli,492
493,SP,Sokolnice,Kieta,Kieta,493
494,SP,Kuilehe,Masiga,Masiga,494
495,SP,Batulawang,Dengfang,Dengfang,495
496,SP,Tirtopuro,Xingren,Xingren,496
497,SP,Zagórnik,Polo,Polo,497
498,SP,Varakļāni,Arenal,Arenal,498
499,SP,Xiangyang,Saint-Étienne,Saint-Étienne,499
500,SP,Partikan,Kawage,Kawage,500
501,SP,Fort Portal,Youdian,Youdian,501
502,SP,Waalwijk,Mogotes,Mogotes,502
503,SP,Pregonero,Kuala Pilah,Kuala Pilah,503
504,SP,Maple Ridge,Guanyinsi,Guanyinsi,504
505,SP,Jingyao,Qingshandi,Qingshandi,505
506,SP,Safara,Tenri,Tenri,506
507,SP,Paris La Défense,Embarcación,Embarcación,507
508,SP,Lázně Kynžvart,Jönköping,Jönköping,508
509,SP,Mont-Tremblant,Vrachnaíika,Vrachnaíika,509
510,SP,Lille,Zhonghekou,Zhonghekou,510
511,SP,Novyy Oskol,Peliyagoda,Peliyagoda,511
512,SP,Porto Feliz,Roscoff,Roscoff,512
513,SP,Shanlian,Daloa,Daloa,513
514,SP,Perstorp,Jalaud,Jalaud,514
515,SP,Straszydle,Villa María,Villa María,515
516,SP,Brumadinho,Funan Chengguanzhen,Funan Chengguanzhen,516
517,SP,San Patricio,Fuxin,Fuxin,517
518,SP,Nai Harn,Catanauan,Catanauan,518
519,SP,Jiangkou,Pamotan,Pamotan,519
520,SP,Järfälla,Valdosta,Valdosta,520
521,SP,Palopat,La Unión,La Unión,521
